,id,street_name,limits,total_count,date
6236,HARBORDR009519,HARBOR  DR,PARK  BL - CESAR CHAVEZ  PY,19075,2019-05-09
8619,MISSIONBL010519,MISSION  BL,PACIFIC BEACH  DR - GRAND  AV,16272,2019-05-09
9901,PACIFICHY010119,PACIFIC  HY,SASSAFRAS  ST - WASHINGTON OVERPASS  ST,13152,2019-05-09
9900,PACIFICHY009919,PACIFIC  HY,LAUREL  ST - SASSAFRAS  ST,20030,2019-05-09
8620,MISSIONBL010419,MISSION  BL,SAN FERNANDO  PL - VENTURA  PL,8742,2019-05-09
11214,RUFFINRD010919,RUFFIN  RD,CLAIREMONT MESA  BL - KEARNY VILLA  RD,17335,2019-05-09
8535,MIRAMARWY009619,MIRAMAR  WY,KEARNY VILLA RD RAMP   - SD 015 NB ON RAMP  ,10878,2019-05-15
5965,GOLDCOASTDR009319,GOLD COAST DR,CAMINO RUIZ  DR - WESTONHILL  DR,6883,2019-05-15
8811,MISSIONVILLAGEDR011219,MISSION VILLAGE  DR,FRIARS  RD - RONDA  AV,17729,2019-05-15
7061,KEARNYVILLARD009819,KEARNY VILLA  RD,MIRAMAR  RD - BLACK MOUNTAIN  RD,11540,2019-05-15
5976,GOLDFINCHST009419,GOLDFINCH  ST,REYNARD  WY - UNIVERSITY  AV,6706,2019-05-15
3899,CLAIREMONTMESABL010619,CLAIREMONT MESA BL,SANTO  RD - LA CUENTA  DR,11300,2019-05-15
5280,FAMOSABL009019,FAMOSA BL,NIMITZ (NB) ON RAMP BL - VALETA ST,6302,2019-05-16
9277,NHARBORDR009119,N HARBOR DR,NIMITZ  BL - ROSECRANS ST,11746,2019-05-16
2858,CAMINODELAPLAZA012819,CAMINO DE LA PLAZA ,DAIRY MART RD - BIBLER DR,9691,2019-06-05
4509,DELSOLBL013119,DEL SOL BL,KOSTNER DR - DEL SOL WY,5893,2019-06-05
7239,KOSTNERDR013219,KOSTNER DR,DEL SOL BL - ENERO ST,2252,2019-06-05
6652,IMPERIALAV012419,IMPERIAL AV,19 ST - 20 ST,10865,2019-06-05
6651,IMPERIALAV012519,IMPERIAL AV,19 ST - 17 ST,10873,2019-06-05
7240,KOSTNERDR013319,KOSTNER DR,DEL SOL BL - MARCWADE DR,1992,2019-06-05
586,19ST012619,19 ST,IMPERIAL AV - L ST,2579,2019-06-05
585,19ST012719,19 ST,IMPERIAL AV - COMMERCIAL ST,6413,2019-06-05
4363,DAIRYMARTRD012919,DAIRY MART RD,CAMINO DE LA PLAZA AV - SERVANDO AV,11295,2019-06-05
4364,DAIRYMARTRD013019,DAIRY MART RD,CAMINO DE LA PLAZA RD - OLD DAIRY MART RD,1559,2019-06-05
13018,VESTAST012019,VESTA ST,MAIN ST - DALBERGIA ST,5646,2019-06-06
7974,MAINST011919,MAIN ST,VESTA ST - UNA ST,15846,2019-06-06
1727,ASHST011619,ASH ST,04 AV - 05 AV,10931,2019-06-06
1042,45ST011719,45 ST,IMPERIAL AV - YMCA WY,2056,2019-06-06
1041,45ST011819,45 ST,IMPERIAL AV - BENFIELD CT,3565,2019-06-06
130,04AV011519,04 AV,ASH ST - BEECH ST,12009,2019-06-06
10097,PALMILLADR011419,PALMILLA DR,LEBON DR - ARRIBA ST,6558,2019-06-06
11076,ROLANDOBL014319,ROLANDO BL,UNIVERSITY AV - MALCOLM DR,2492,2019-06-11
12838,UNIVERSITYAV014219,UNIVERSITY AV,ROLANDO BL - BONILLO DR,16869,2019-06-11
9360,NARANJAST014119,NARANJA ST,EUCLID AV - MARKET CREEK PLAZA DR,3718,2019-06-11
11077,ROLANDOBL014419,ROLANDO BL,UNIVERSITY AV - VISTA GRANDE DR,1095,2019-06-11
5071,EUCLIDAV014019,EUCLID AV,NARANJA ST - GROVELAND  DR,21934,2019-06-11
7457,LAMEDIARD010016,LA MEDIA RD,SIEMPRE VIVA RD - KERNS ST,3855,2019-07-24
4880,ELCAMRL018019,EL CAM RL  ,CARMEL VY  RD - VY CTRE  DR,23059,2019-08-01
11245,RUFFINRDRD014519,RUFFIN RD RD,AERO  DR - BALBOA AV AV,15841,2019-08-01
13149,VISSORRENTOPL017719,VIS SORRENTO  PL,MIRA MS  BL - SD 805 R-B  B,18731,2019-08-01
13157,VISTASORRENTOPL015719,VISTA SORRENTO PL,CALLE MAR MARIPOSA  RD - CARMEL MOUNTAIN  RD,19411,2019-08-01
4901,ELCAMRL017919,EL CAM RL  ,HALF MILE  DR - DERBY DOWNS  RD,16352,2019-08-01
2409,BLACKMTNRD016819,BLACK MTN RD,KEARNY VILLA  RD - MAYA LINDA  RD,23545,2019-08-01
2830,CAMRUIZ016519,CAM RUIZ ,REAGAN  RD - MS SOMBRA  DY,17573,2019-08-01
4938,ELCAMRL018119,EL CAM RL  ,VY CTRE  DR - D M CORPORATE  CT,22783,2019-08-01
2831,CAMRUIZ016719,CAM RUIZ ,WESTMORE  RD - HYDRA  LN,17873,2019-08-01
2354,BLACKMTNRD017019,BLACK MTN  RD,BABAUTA  RD - MERCY  RD,29769,2019-08-01
13247,WHILLSPY014919,W HILLS  PY,MISSION GORGE  RD - MAST  BL,11511,2019-08-01
9315,NTPINESRD015819,N T PINES  RD,GENESEE  AV - N T PINES  CT,26066,2019-08-01
4887,ELCAMRL018219,EL CAM RL  ,D M HTS  RD - QUARTER MILE  DR,15468,2019-08-01
2909,CAMINODELESTE015519,CAMINO DEL ESTE  ,CAMINO DE LA REINA  DR - RIO SAN DIEGO  DR,13136,2019-08-01
2416,BLACKMTNRD016919,BLACK MTN RD,MERCY  RD - CANYONSIDE PK  RD,29382,2019-08-01
11582,SCRANTONRD017619,SCRANTON  RD,CARROLL CYN  RD - OBERLIN  DR,10331,2019-08-01
8524,MIRAMARRD015319,MIRAMAR  RD,CARROLL  RD - CAMINO RUIZ  RD,43710,2019-08-01
4737,ELCAJONBL014619,EL CAJON  BL,COLLEGE  AV - MONTEZUMA  RD,16440,2019-08-01
8527,MIRAMARRD015219,MIRAMAR  RD,EASTGATE  ML - CARROLL  RD,48411,2019-08-01
4894,ELCAMRL017419,EL CAM RL  ,DERBY DOWNS  RD - SEA COUNTRY  WY,15021,2019-08-01
4738,ELCAJONBL014719,EL CAJON  BL,MONTEZUMA  RD - CITY LIMIT  RD,20570,2019-08-01
4351,DMTLSRD017319,D M TLS  RD,CARMEL CRK  RD - SN BRUNO  CV,3350,2019-08-01
4348,DMHTSRD017819,D M HTS  RD,RECUERDO  DR - MERCADO  DR,23666,2019-08-01
3197,CAPRICORNWY016619,CAPRICORN  WY,HAVERFIELD  WY - BLACK MTN  RD,14902,2019-08-01
11901,SORRENTOVYBL018319,SORRENTO VY  BL,ROSELLE  ST - SORRENTO VY  RD,24286,2019-08-01
12486,TORRINGTONST015619,TORRINGTON  ST,HARTFIELD  AV - GRAYSON  DR,644,2019-08-01
9464,NAVAJORD014819,NAVAJO  RD,GOLFCREST  DR - COWLES MOUNTAIN  BL,16998,2019-08-01
8532,MIRAMARRD015119,MIRAMAR  RD,SD 805     - EASTGATE  ML,53989,2019-08-01
2355,BLACKMTNRD016319,BLACK MTN  RD,CARROLL CYN  RD - GOLD COAST  DR,22515,2019-08-01
2829,CAMRUIZ016419,CAM RUIZ ,MIRAMAR  RD - ACTIVITY  RD,20737,2019-08-01
11904,SORRENTOVYRD018419,SORRENTO VY  RD,SORRENTO VY  BL - TRIPP  CT,9041,2019-08-01
6304,HARTFIELDAV015419,HARTFIELD  AV,DEL MAR HEIGHTS  RD - HALF MILE  DR,2728,2019-08-01
3477,CARROLLCANYONRD019919,CARROLL CANYON RD,CMTO ZAR   - CMTO JOVIAL  ,15785,2019-08-06
11844,SNANDRESDR019619,SN ANDRES  DR,VIA VALLE DR - FLOWER HILL DR,9960,2019-08-06
6410,HIGHBLUFFDR019419,HIGH BLUFF  DR,EL CAM RL - D M HTS RD,10077,2019-08-06
11584,SCRANTONRD019719,SCRANTON  RD,MIRA MS BL - MOREHOUSE DR,16987,2019-08-06
6184,HALFMILEDR019519,HALF MILE DR,EL CAM RL - JADESTONE WY,3373,2019-08-06
5970,GOLDCOASTDR020119,GOLD COAST DR,THANKSGIVING LN - BLACK MTN RD,15699,2019-08-06
7852,LUSKBL019819,LUSK  BL,MIRA MS BL - MOREHOUSE DR,11164,2019-08-06
8523,MIRAMARRD018719,MIRAMAR  RD,CABOT  DR - CAM RUIZ  DR,55481,2019-08-07
8525,MIRAMARRD018919,MIRAMAR  RD,COMMERCE  AV - PRODUCTION  AV,60395,2019-08-07
8528,MIRAMARRD018819,MIRAMAR  RD,MIRAMAR  PL - CAM STA  FE,59085,2019-08-07
4342,DMHTSRD018519,D M HTS  RD,HIGH BLUFF  DR - D M HTS  PL,46288,2019-08-07
7853,LUSKBL019219,LUSK  BL,WATERIDGE  CR - TELESIS CT,9003,2019-08-07
7538,LANSDALEDR019319,LANSDALE  DR,D M HTS  RD - BRIXTON PL,2060,2019-08-07
10352,PEGASUSAV020219,PEGASUS  AV,GEMINI  AV - LIBRA  DR,3099,2019-08-07
6306,HARTFIELDAV019019,HARTFIELD AV,D M HTS  RD - QUARTER MILE DR,6084,2019-08-07
4340,DMHTSRD018619,D M HTS  RD,EL CAM  RL - SIGNATURE PT,28427,2019-08-07
8534,MIRAMARRD019119,MIRAMAR  RD,SD 805 DR - NOBEL  DR,52064,2019-08-08
13476,WESTMORERD020019,WESTMORE  RD,VIA BANCO  DR - WESTONHILL  DR,9520,2019-08-08
6464,HILLERYDR020319,HILLERY  DR,REAGAN  RD - WESTONHILL DR,8553,2019-08-08
2091,BARNESCYNRD016119,BARNES CYN  RD,SCRANTON  RD - LUSK  BL,8852,2019-08-13
2839,CAMSTAFE015919,CAM STA FE ,COMMERCE  AV - CONSTRUCTION  CT,22784,2019-08-13
3504,CARROLLRD017519,CARROLL RD,KENAMAR  DR - MIRAMAR  RD,14710,2019-08-13
9899,PACIFICHY015019,PACIFIC  HY,ENTERPRISE  ST - ROSECRANS  ST,14954,2019-08-13
2090,BARNESCYNRD016219,BARNES CYN  RD,LUSK  BL - PAC HTS  BL,8218,2019-08-13
2840,CAMSTAFE016019,CAM STA FE ,MIRAMAR  RD - CE STA FE FE,22526,2019-08-14
3185,CANONST017219,CANON ST,TALBOT  ST - SOUTHERNWOOD  WY,9307,2019-08-15
3175,CANONST017119,CANON ST,PT LOMA  AV - ULLMAN  ST,10483,2019-08-15
5719,GARNETAV025219,GARNET AV,DAWES  ST - CASS  ST,15403,2019-08-17
5745,GARNETAV025419,GARNET AV,KENDALL  ST - JEWELL  ST,23383,2019-08-17
6069,GRANDAV025319,GRAND  AV,DAWES  ST - CASS  ST,29080,2019-08-17
5757,GARNETAV025619,GARNET AV,NOYES  ST - MORRELL  ST,25979,2019-08-17
6071,GRANDAV025719,GRAND  AV,ROSE CREEK  BP - LEE  ST,37921,2019-08-17
6812,INGRAHAMST025819,INGRAHAM  ST,FORTUNA  AV - PACIFIC BEACH  DR,26896,2019-08-17
6070,GRANDAV025519,GRAND  AV,KENDALL  ST - JEWELL  ST,35950,2019-08-17
6813,INGRAHAMST025919,INGRAHAM  ST,W MISSION BAY  DR - DANA LANDING /PEREZ COVE  RD,44538,2019-08-17
7059,KEARNYVILLARD020419,KEARNY VILLA  RD,CANDIDA  ST - BLACK MTN RD,12533,2019-08-20
8212,MEADEAV020819,MEADE  AV,NORTH  AV - PARK  BL,2808,2019-08-21
11097,ROSECRANSST020619,ROSECRANS  ST,EMERSON  ST - FENELON  ST,28756,2019-08-21
10148,PARKBL020919,PARK  BL,VILLAGE  PL - ZOO  PL,18989,2019-08-21
13141,VILLAGEPL021019,VILLAGE  PL,OLD GLOBE  WY - PARK  BL,5059,2019-08-22
8596,MIRAMARRD020519,MIRAMAR RD,PRODUCTION  AV - DISTRIBUTION  AV,62024,2019-08-22
3549,CASTANAST020719,CASTANA ST,EUCLID  AV - SN JACINTO  DR,2164,2019-08-22
10146,PARKBL021119,PARK  BL,MADISON  AV - ADAMS  AV,6003,2019-08-22
8622,MISSIONBLVD026019,MISSION  BLVD,REED AV - THOMAS AV,20120,2019-08-24
8621,MISSIONBLVD026119,MISSION  BLVD,GARNET AV - FELSPAR ST,20215,2019-08-24
10259,PARKDALEAV024919,PARKDALE  AV,PORT RLE  DR - GOLD COAST  DR,3635,2019-08-27
10829,REAGANRD024819,REAGAN  RD,LAKEPORT  RD - KENOVA  ST,5458,2019-08-27
9505,NEWSALEMST024219,NEW SALEM  ST,GLENDA  WY - REAGAN  RD,6256,2019-08-27
8936,MONTONGOST025019,MONTONGO  ST,NEW SALEM  ST - WESTMORE RD,4244,2019-08-27
10429,PKVILGERD025119,PK VILGE  RD,RAGWEED  ST - BLACK MTN RD,18715,2019-08-27
9504,NEWSALEMST024119,NEW SALEM  ST,CAM RUIZ BL - MIRA MS  BL,5727,2019-08-27
120,03AV024519,03 AV,UNIVERSITY  AV - WASHINGTON  ST,2567,2019-08-28
4114,COMMERCEAV022519,COMMERCE AV,MIRAMAR  RD - CAM STA FE,6602,2019-08-28
10831,REAGANRD024019,REAGAN  RD,REAGAN  CT - BARON LN,2546,2019-08-28
13524,WESTVIEWPY023419,WESTVIEW  PY,MIRA MS  BL - GALVIN AV,20200,2019-08-28
13487,WESTONHILLDR023919,WESTONHILL  DR,DUNCAN  RD - DEWSBURY  AV,11792,2019-08-28
875,33ST022319,33  ST,EL CAJON  BL - MEADE AV,4604,2019-08-28
3461,CARROLLWY023619,CARROLL  WY,CARROLL  RD - TRADE ST,6929,2019-08-28
5949,GOLDCOASTDR022019,GOLD COAST DR,AMBASSADOR  AV - CAM RUIZ  AV,7009,2019-08-28
10257,PARKDALEAV023719,PARKDALE  AV,PARKDALE  PL - BENDIGO RD,3897,2019-08-28
5694,GALVINAV022219,GALVIN AV,BLACK MTN  RD - ICE SKATE PL,3694,2019-08-28
3270,CARMELCOUNTRYRD021819,CARMEL COUNTRY RD,CARMEL MSS  RD - CARMEL CRK  RD,11134,2019-08-29
7854,LUSKBL022619,LUSK  BL,WATERIDGE  CR - VIS SORRENTO PY,12807,2019-08-29
3274,CARMELCOUNTRYRD021919,CARMEL COUNTRY RD,MCGUIRE  DR - D M HTS  RD,12852,2019-08-29
4338,DMHTSRD023219,D M HTS  RD,D M HILLS  DR - HIGH BLUFF  DR,51739,2019-08-29
4337,DMHTSRD022819,D M HTS  RD,CARMEL COUNTR  RD - T RDG DR,24237,2019-08-29
3261,CARMELCOUNTRYRD021719,CARMEL COUNTRY RD,CARMEL CRK  RD - TOWNSGATE DR,13665,2019-08-29
8500,MIRAMSBL024719,MIRA MS  BL,PARKDALE  AV - MONTONGO  ST,52364,2019-08-29
3456,CARMELVYRD021319,CARMEL VY  RD,PORTOFINO  DR - SORRENTO VY  RD,14172,2019-08-29
8499,MIRAMSBL023319,MIRA MS  BL,DABNEY  DR - PARKDALE AV,55155,2019-08-29
8521,MIRAMARRD024319,MIRAMAR  RD,BLACK MTN  RD - KEARNY VILLA RD,68365,2019-08-29
13109,VIAVALLEVALLE023019,VIA VALLE VALLE,SD 005  ML - FLOWER HILL  ML,42890,2019-08-29
9896,PACBEACHDR023519,PAC BEACH  DR,FANUEL  ST - GRESHAM ST,9451,2019-08-29
8530,MIRAMARRD024419,MIRAMAR  RD,PADGETT  ST - BLACK MTN RD,69816,2019-08-29
8503,MIRAMSBL023819,MIRA MS  BL,REAGAN  RD - CAM RUIZ  RD,45185,2019-08-29
4347,DMHTSRD022719,D M HTS  RD,PORTOFINO  DR - SD 005  DR,31246,2019-08-29
11902,SORRENTOVYBL021619,SORRENTO VY  BL,WINDWARD RDG  WY - CAM STA  FE,16282,2019-08-29
13088,VIAVALLEVALLE024619,VIA VALLE VALLE,EL CAM  RL - EL CAM  RL,16336,2019-08-29
3455,CARMELVYRD021419,CARMEL VY  RD,CMTO BARCO  PY - D M SC  PY,9676,2019-08-29
5404,FLANDERSDR022119,FLANDERS  DR,CAM STA FE FE - CMTO ALVAREZ  FE,10403,2019-08-29
3318,CARMELCRKRD022919,CARMEL CRK RD,SD 056 R-B  B - VY CTRE  DR,20522,2019-08-29
9316,NTPINESRD022419,N T PINES  RD,T PINES PK  RD - CARMEL VY  RD,16071,2019-08-29
11853,SNDIEGUITORD021519,SN DIEGUITO  RD,OLD CAM  RL - CMTO PACIFICA  RL,14024,2019-08-29
4344,DMHTSRD023119,D M HTS  RD,LANSDALE  DR - CARMEL CYN  RD,23938,2019-08-29
4018,COLLEGEAV026219,COLLEGE AV,MONTEZUMA RD - LINDO PASEO RD,23629,2019-09-15
3577,CATALINABL027419,CATALINA BL,JENNINGS  ST - CANON  ST,15499,2019-10-01
117,03AV027519,03 AV,ELM  ST - SD 005 ST,4031,2019-10-01
12625,UNIVERSITYAV026919,UNIVERSITY  AV,ARAGON  DR - 69  ST,16444,2019-10-01
10486,POMERADORD026719,POMERADO  RD,HIGA  PL - RIOS  RD,20414,2019-10-03
9463,NAVAJORD026419,NAVAJO  RD,BOULDER LAKE  AV - BISBY LAKE  AV,20708,2019-10-03
3258,CARMELCOUNTRYRD026519,CARMEL COUNTRY  RD,CARMEL CANYON  RD - DEL MAR HEIGHTS  RD,12804,2019-10-03
9348,NAPAST027319,NAPA  ST,MORENA  BL - LINDA VIS  RD,17952,2019-10-03
1656,APPALOOSARD027219,APPALOOSA  RD,WILLOW CREEK  RD - SCRIPPS RANCH  BL,815,2019-10-03
956,38ST028519,38 ST,NATIONAL  AV - NEWTON   AV,3898,2019-10-08
834,32ST028019,32 ST,LOGAN   AV - NATIONAL   AV,3495,2019-10-08
590,25(SB)ST027719,25 (SB)  ST,CORONADO  AV - CAMINITO HIEDRA  AV,2422,2019-10-08
1045,45ST028819,45 ST,OCEAN VIEW  BL - IMPERIAL  AV,3256,2019-10-08
982,40ST028619,40 ST,NATIONAL  AV - NEWTON   AV,2279,2019-10-08
905,35ST028219,35 ST,LOGAN   AV - FLORENCE   ST,5968,2019-10-08
577,19(S)ST027619,19 (S)  ST,KEARNY  AV - COMMERCIAL  ST,4588,2019-10-08
940,36ST028419,36 ST,NATIONAL  AV - LOGAN  AV,4016,2019-10-08
746,30ST027919,30 ST,IRIS  AV - DEL SOL   BL,3870,2019-10-08
978,40ST028719,40 ST,IMPERIAL  AV - OCEAN VIEW  BL,5177,2019-10-08
1107,50ST028919,50 ST,TWAIN  AV - ORCUTT  AV,1974,2019-10-08
1205,55ST029019,55 ST,MONTEZUMA  RD - LINDO PASEO  RD,17486,2019-10-08
757,30ST027819,30 ST,LOGAN   AV - NATIONAL   AV,3396,2019-10-08
895,35ST028319,35 ST,ADAMS  AV - COLLIER  AV,1881,2019-10-10
838,32ST028119,32 ST,MADISON   AV - ADAMS  AV,8828,2019-10-10
2142,BEAGLEST034319,BEAGLE  ST,KESTON  CT - BEAGLE  PL,3882,2019-10-15
2869,CAMINODELAPLAZA039719,CAMINO DE LA PLAZA  ,SIPES   LN - WILLOW  RD,5919,2019-10-15
1950,BAKERST038019,BAKER  ST,MORENA  BL - MCGRAW  ST,1122,2019-10-15
1767,ASHFORDST034219,ASHFORD  ST,BALTIC  ST - BEAGLE  ST,6123,2019-10-15
12598,ULRICST033819,ULRIC  ST,MORLEY  ST - EASTMAN  ST,6711,2019-10-15
2553,BRITANNIABL038819,BRITANNIA  BL,OTAY MESA  RD - AIRWAY  RD,15953,2019-10-15
1878,BST037919,B  ST,19TH  ST - 20TH  ST,4873,2019-10-15
1818,AVENIDADELAPLAYAPLAYA037619,AVENIDA DE LA PLAYA  PLAYA,PASEO OCASO  DR - LA JOLLA SHORES  DR,2621,2019-10-15
3055,CAMINODELSUR033519,CAMINO DEL SUR  ,CASEY   GL - OLD COURSE  RD,19763,2019-10-15
2531,BRANDYWINEST038719,BRANDYWINE  ST,MOULTRIE   AV - TRENTON  AV,731,2019-10-16
3053,CAMINODELSUR033619,CAMINO DEL SUR  ,ARTESIAN  RD - BERNARDO LAKES  DR,21689,2019-10-16
4557,DERRICKDR034819,DERRICK DR,BALBOA ARMS  DR - CHATEAU  DR,5945,2019-10-16
8397,MILTONST034419,MILTON  ST,DENVER  ST - ERIE  ST,4322,2019-10-16
1852,AVENUEOFSCIENCESCIENCE037819,AVENUE OF SCIENCE  SCIENCE,RANCHO CARMEL  DR - INNOVATION  DR,4515,2019-10-16
1821,AVENIDAMAGNIFICAMAGNIFICA037719,AVENIDA MAGNIFICA  MAGNIFICA,SCRIPPS  TL - LAKE GROVE   CT,1195,2019-10-16
7840,LUNAAV034619,LUNA  AV,HIDALGO  AV - JUTLAND  DR,5067,2019-10-16
8978,MORENABL034519,MORENA  BL,MCGRAW  ST - BAKER  ST,13016,2019-10-16
10874,REGENTSRD034019,REGENTS  RD,EXECUTIVE  DR - EASTGATE  ML,14018,2019-10-16
1683,ARIANEDR037419,ARIANE  DR,MORENA  BL - LEATHERS  ST,3370,2019-10-16
2333,BIGNELLDR038319,BIGNELL  DR,ALSACIA  ST - GOODE  ST,622,2019-10-16
12490,TOWNECTREDR034119,TOWNE CTRE  DR,RENAISSANCE  AV - EXCALIBUR  WY,11665,2019-10-16
1720,ARVERNEST037519,ARVERNE  ST,BATISTA  ST - MT AGUILAR  DR,2303,2019-10-16
1458,AERODR033919,AERO  DR,AFTON  RD - SANDROCK  RD,26463,2019-10-16
2685,CST039219,C  ST,30th  ST - EDGEMONT  ST,4015,2019-10-17
2469,BLUFFSIDEAV038419,BLUFFSIDE  AV,PICO  ST - MISSION BAY  DR,12236,2019-10-17
2566,BROADWAYBROADWAY038919,BROADWAY  BROADWAY,30TH  ST - 32 ST,16245,2019-10-17
2567,BROADWAYBROADWAY039019,BROADWAY  BROADWAY,63RD  ST - 65TH  ST,1679,2019-10-17
2489,BOUNDARYST038619,BOUNDARY  ST,LANDIS  ST - NORTH PARK  WY,2397,2019-10-17
2749,CACTUSRD039319,CACTUS  RD,OTAY MESA  RD - CAMINO MAQUILADORA  RD,3278,2019-10-17
2171,BERNARDOCTRDR038119,BERNARDO CTR  DR,Avenida Abeja   - CAMINO DEL NORTE  ,25746,2019-10-17
2683,CST039119,C  ST,24TH  ST - 25TH  ST,4945,2019-10-17
2491,BOUNDARYST038519,BOUNDARY  ST,LAUREL  ST - MAPLE  ST,954,2019-10-17
2783,CALLEDELASROSAS039519,CALLE DE LAS ROSAS  ,LA TORTOLA  CA - VIA CANTERA  CA,2799,2019-10-22
2901,CAMINODELASIESTA039819,CAMINO DE LA SIESTA  ,CAMINO DEL RIO N RA - CAMINO DE LA REINA  RA,5460,2019-10-22
2271,BEYERWY038219,BEYER  WY,PALM  AV - PICADOR  AV,17032,2019-10-22
2786,CALLEDELORO039419,CALLE DEL ORO  ,CALLE CIELO  DR - WESTWAY  DR,2971,2019-10-22
3027,CAMINODELRIOW039919,CAMINO DEL RIO W  ,MOORE   ST - N/O MOORE  ST,44433,2019-10-22
3054,CAMINODELSUR033719,CAMINO DEL SUR  ,BERNARDO LAKES  DR - RANCHO BERNARDO  RD,21633,2019-10-22
2804,CALLETRESLOMAS039619,CALLE TRES LOMAS ,CUMBERLAND   ST - ROANOKE  ST,2138,2019-10-22
3052,CAMINODELSUR040019,CAMINO DEL SUR ,VIA VERRAZZANO  DR - VIA AZUL  DR,13911,2019-10-22
1655,APPALOOSARD037219,APPALOOSA  RD,WILLOW CREEK  RD - CAMINITO SURBAYA SA,832,2019-10-23
7711,LINDAVISRD035119,LINDA VIS  RD,RADENZ  AV - DANIEL  AV,15809,2019-10-23
1657,APPLETONST037319,APPLETON  ST,DUBOIS  DR - PROVIDENCE  RD,6478,2019-10-23
5834,GENESEEAV035519,GENESEE AV,GENESEE  CT - MT ALIFAN  DR,23069,2019-10-23
1530,AKINSAV036719,AKINS  AV,IONA  DR - 60TH  ST,5292,2019-10-24
9061,MSCOLDR035719,MS COL  DR,LINDA VIS  RD - SD 163 RD,29950,2019-10-24
5870,GENESEEAV035619,GENESEE AV,MT ALIFAN  DR - BALBOA  AV,19967,2019-10-24
7649,LIMERICKAV034719,LIMERICK  AV,ACUNA  ST - KESLING  ST,7620,2019-10-24
6581,HOTELCRSS035319,HOTEL CR S S,BACHMAN (PVT)  DR - SD 008 R-A  DR,14075,2019-10-24
1576,ALSACIAST036919,ALSACIA  ST,BRIARWOOD  RD - SPRING OAK WY,1897,2019-10-24
1505,AFTONRD036619,AFTON  RD,DUBONNET  ST - AERO  DR,5228,2019-10-24
1577,ALSACIAST036819,ALSACIA  ST,RITVA  PL - S WOODMAN  ST,2841,2019-10-24
8398,MILTONST035219,MILTON  ST,GARFIELD  RD - DUNHAVEN  ST,5311,2019-10-24
1279,69ST365,69  ST,ELVADO   WY - MADRONE  AV,3383,2019-10-24
8977,MORENABL035419,MORENA  BL,LINDA VIS  RD - NAPA  ST,20164,2019-10-24
1582,ALTAVIEWDR037019,ALTA VIEW  DR,PARKSIDE  AV - WOODMAN  ST,7538,2019-10-24
5822,GENESEEAV035019,GENESEE AV,EXECUTIVE  DR - EASTGATE  ML,25566,2019-10-24
1584,ALTAVIEWDR037119,ALTA VIEW  DR,WOODMAN  ST - CASEY  ST,5734,2019-10-24
1215,58(S)ST036419,58 (S)  ST,DULUTH  AVE - SKYLINE  DR,3936,2019-10-24
4586,DIANEAV034919,DIANE AV,CLAIREMONT MS  BL - CONRAD  AV,6646,2019-10-24
3783,CLAIREMONTDR043419,CLAIREMONT DR,BALBOA AV - CHIPPEWA CT,17327,2019-11-05
4712,EASTGATEML043619,EASTGATE ML,REGENTS RD - GENESEE A,5829,2019-11-05
3255,CARMELCANYONRD045519,CARMEL CANYON RD,CARMEL COUNTRY RD - CARMEL KNOLLS DR,14603,2019-11-05
10549,POMERADORD040419,POMERADO RD,RIOS RD - POMERADO CT,18710,2019-11-05
4025,COLLEGEAV040819,COLLEGE AV,ROCKHURST DR - NAVAJO RD,16844,2019-11-05
3320,CARMELCRKRD045919,CARMEL CRK RD,VY CTRE DR - PZA CARMEL E DY,16987,2019-11-05
3914,CLAIREMONTMSBL043519,CLAIREMONT MS BL,MERCHANTS WY - ROLFE RD,17441,2019-11-05
7613,LEBONDR042819,LEBON DR,PALMILLA AV - NOBEL DR,12249,2019-11-05
3290,CARMELCREEKRD045219,CARMEL CREEK RD,CARMEL COUNTRY RD - PASEO MONTANAS RD,3165,2019-11-05
13054,VIADELAVALLEVALLE040619,VIA DE LA VALLE VALLE,SAN ANDRES DR - EL CAMINO REAL DR,20995,2019-11-05
3158,CAMPUSPT043019,CAMPUS PT,GENESEE DR - CAMPUS PT CT,11546,2019-11-05
3259,CARMELCOUNTRYRD044919,CARMEL COUNTRY RD,CARMEL CANYON RD - DEL MAR HEIGHTS RD,10221,2019-11-05
3257,CARMELCENTERRD045419,CARMEL CENTER RD,CARMEL KNOLLS DR - FALCON RIDGE CT,2313,2019-11-05
2460,BLUECYPDR045819,BLUE CYP DR,SPR CYN RD - MANDRAKE PT,5084,2019-11-05
10532,POMERADORD040519,POMERADO RD,POMERADO CT - PASEO DEL VERANO  CT,19231,2019-11-05
4545,DENVERST043119,DENVER ST,CLAIREMONT AV - GESNER ST,4944,2019-11-05
3256,CARMELCENTERRD045319,CARMEL CENTER RD,CARMEL CREEK RD - CAMARENA RD,1815,2019-11-05
3276,CARMELCOUNTRYRD044819,CARMEL COUNTRY RD,MCGUIRE DR - DEL MAR HEIGHTS RD,11739,2019-11-06
2826,CAMRION046319,CAM RIO N ,SD 008 R-C   - CAM ESTE ,12251,2019-11-06
12771,UNIVERSITYAV041119,UNIVERSITY AV,BOUNDARY ST - 40 ST,15278,2019-11-06
9079,MTABERNATHYAV042119,MT ABERNATHY AV,BIRKDALE AV - PRINTWOOD WY,2782,2019-11-06
2825,CAMRION046419,CAM RIO N ,AUTO CR - SD 008 R-A  CR,27357,2019-11-06
